type_concept_id,type_name
44790435,GP81 - night visit claim
44790461,GP31 general anaesthetic second general practitioner form
44790462,GP/MS - minor surgery claim
44790517,FP58 newborn registration form
44790518,MY22 - mobility allowance form
44790750,FP19 temporary resident form
44790775,Incapacity (Scotland) Act 2000 certificate issued
44790870,Investigation result
44790871,Hospital admission note
44790878,EHR composition types
44790879,Hospital inpatient report
44790888,EHR attachment types
44790889,Telephone call to a patient
44790899,EHR compound types
44790915,Laboratory request
44790936,A&E report
44790937,Mail to patient
44790947,Community nursing report
44790951,Acute visit note
44790958,NHS Direct report
44790968,Clinic note
44790975,EDI message
44790983,"Night visit, deputising service note"
44790992,Other report
44790995,Nursing home visit note
44791010,Radiology request
44791013,Scanned document
44791033,Radiology result
44791037,Audio dictation
44791049,Health authority entry
44791054,Category (EHR)
44791064,Residential home visit note
44791068,Repeat issue note
44791071,Health visitor note
44791074,Health visitor report
44791078,Social services report
44791088,Hospital outpatient report
44791092,Telephone call from a patient
44791097,Hotel visit note
44791103,Initial post discharge review
44791107,Template entry - EHR composition type
44791110,Mail from patient
44791111,Discharge report
44791116,Discharge summary report
44791118,Follow-up/routine visit note
44791126,Out of hours report
44791129,Community clinic note
44791133,Night visit local rota note
44791139,OOH (out of hours) attendance note
44791140,Original text document
44791142,Image (document)
44791145,GP8B - female record to follow
44791147,Topic (EHR)
44791148,Cluster (EHR)
44791160,GP73 - immunisation claim
44791161,Third party consultation
44791166,Children's home visit note
44791173,Night visit note
44791245,Laboratory result
44791258,Day case report
44791354,Telephone consultation
44791393,Home visit note
44791420,Refusal To Seal
44791451,A4 record folder
44791473,FP82 arrest of dental haemorrhage form
44791487,Surgery consultation note
44791522,HealthSpace summary
44791559,Referral letter
44791561,Data transferred from other system
44791573,GOS18 report
44791788,Optical character recognition text document
44791824,Statement of educational needs
44791832,Battery (EHR)
44791962,Sealed Envelope Event
44791963,Unseal Report
44791964,Seal Report
44791968,Night visit practice note
44792055,Urgent Care Summary Report
44792061,ANC5/6/HC1 district health authority staff pay reimbursement form
44792071,NHS Direct Summary Report
44792090,Ambulance Service Patient Summary Report
44792099,Mental Health Act Assessment Outside Specialist Services
44792100,Update to Mental Health Act Assessment Non-Specialist Services
44792101,Entry to Mental Health and Substance Misuse Specialist Services
44792102,Update to Mental Health and Substance Misuse Specialist Services
44792103,Mental Health and Substance Misuse Specialist Services Care Programme Approach Review Summary
44792104,Mental Health and Substance Misuse Specialist Services Unspecified Care Review Summary
44792106,Assessment Event
44792107,Contact Assessment
44792109,Overview Assessment
44792110,Integrated Care and Support Plan
44792111,Specialist Assessment Outcome
44792112,Mental Health and Substance Misuse Specialist Services Event
44792183,Mental Health Act 1983 (England and Wales) section 7 medical recommendation form
44792237,Withdrawal Notification
44792397,Care plan
44792398,Integrated care plan
44792399,Crisis plan
44792400,Contingency plan
44792401,Encounter type
44792402,Face to face consultation
44792403,Consultation by telephone
44792404,Remote non-verbal consultation
44792405,Consultation via multimedia
44792406,Consultation via video conference
44792407,Assessment
44792408,Remote verbal assessment
44792409,Assessment by telephone
44792410,Assessment via multimedia
44792421,Child in need plan
44792422,Mental Health Act 1983 (England and Wales) form 5/7 emergency admission for assessment
44792453,Social care plan
44792496,Verified amendment to transfer degraded record
44792586,Form 6 - certificate of stillbirth
44792618,"Form 89 - patient died in medical care, patients family notified"
44792993,Alert note
44792997,Administration note
44792998,Additional note
44793030,Nullification Document
44793039,Other audio (document)
44793044,Twilight visit note
44793052,"Out of hours, practice note"
44793060,Externally entered note
44793067,Falls prevention plan
44793068,Emergency consultation note
44793081,Community nursing note
44793159,Other note
44793335,Coordinated support plan
44793291,FP31 general anaesthetic second general practitioner form
44793429,Telehealth Event
44793430,Personal Health Monitoring Report
44793431,Out of Tolerance Notification
44793432,Remote encounter type
44794355,British Association for Adoption and Fostering B2 birth history report
44796392,Prem1/2 rent/rates reimbursement form
44796805,GP58 - newborn registration
44797318,FP4 computer form - patient registration
44797337,Biographical Information
44797855,Exit from Mental Health and Substance Misuse Specialist Services
44797856,Mental Health and Substance Misuse Specialist Services Models of Care Review Summary
44798003,Admission to Inpatient Care
44799129,Administrative forms - Scotland
44799455,GPR form
44799621,GMS1 form
44799625,BAAF B1 obstetric report
44799817,Administrative forms - Northern Ireland
44799968,SD 86 C superannuation form
44800012,GMS3 form
44800299,FP1003 form
44800579,HS15 form
44800822,HS123 form
44801177,Consultation
44801276,MS form
44801310,Remote consultation
44801311,Remote verbal consultation
44801487,RF form
44801962,Maternity certificates
44802038,Face to face assessment
44802039,Remote assessment
44802040,Remote non-verbal assessment
44802041,Assessment via video conference
44802103,Personal Health Monitoring Report - Action Required
44802104,Personal Health Monitoring Report - For Information Only
44802105,Personal Health Monitoring Report - Routine Scheduled
44802106,Individualised educational programme
44802372,Record of fluid balance
44802373,"Record of blood pressure, temperature, pulse rate and respiratory rate"
44802567,FMed133 form - medical history on release from Her Majesty's Forces
44802638,SMR25a drug misuse initial assessment form
44802639,SMR25b drug misuse follow up assessment form
44802661,Patient held care plan
44803051,Recommendation of multidisciplinary team
44803063,GP102 form
44803092,GP74 - cervical cytology claim
44803102,GP82 - arrest of dental haemorrhage
44803135,GP19 - temporary resident registration
44803140,SD86 form general practitioner superannuated pay summary
44803143,HC1 health centre staff claim form
44803260,FW 8 - application for prescription exemption
44803282,Mat B1 - certificate of expected confinement
44803317,Death administration
44803318,Audit administration
44803319,Mental health administration
44803320,Encounter administration
44803321,Medicolegal administration
44803322,Solicitors court attendance administration
44803323,Report administration
44803324,Request administration
44803325,Monitoring administration
44803326,Stress monitoring administration
44803327,Stress clinic administration
44803328,Hormone replacement clinic administration
44803329,Disease monitoring administration
44803330,Hypertension monitoring administration
44803331,Diabetes monitoring administration
44803332,Asthma monitoring administration
44803333,Chronic obstructive pulmonary disease monitoring administration
44803369,BD8 certificate of registration of death
44803370,Certificate of vision impairment
44803380,Hypothyroidism monitoring administration
44803381,Cancer monitoring administration
44803382,Mental health monitoring administration
44803383,Stroke/transient ischaemic attack monitoring administration
44803384,Left ventricular dysfunction monitoring administration
44803385,Heart failure monitoring administration
44803386,Atrial fibrillation monitoring administration
44803387,Chronic kidney disease monitoring administration
44803388,Dementia monitoring administration
44803389,Depression monitoring administration
44803390,Lipid disorder monitoring administration
44803391,At high risk of cardiovascular disease monitoring administration
44803392,Clinic monitoring administration
44803393,Obesity monitoring administration
44803394,Obesity clinic administration
44803395,Geriatric monitoring administration
44803396,Anti-smoking monitoring administration
44803397,Stop smoking clinic administration
44803398,Well adult monitoring administration
44803399,Well man monitoring administration
44803400,Well man clinic administration
44803401,Well woman monitoring administration
44803402,Well woman clinic administration
44803403,Well adult clinic administration
44803404,Staff disciplinary administration
44803405,Trainee contract administration
44803406,Staff statutory sick pay administration
44803407,Leave administration
44803408,Seniority administration
44803409,Ancillary staff administration
44803410,Patient contact administration
44803411,Home visit administration
44803412,Night visit administration
44803413,Appointment administration
44803462,Malingerer administration
44803463,Advance directive administration
44803464,Maternity service administration
44803465,Certificates administration
44803466,SC1 self-certificate administration
44803467,SC2 self-certificate administration
44803468,Community charge exemption administration
44803469,Practice supplies administration
44803470,Supply of drugs payment administration
44803471,Drug stock control administration
44803472,Stock order GP10A administration
44803473,Accounting administration
44803474,Improvement grant administration
44803475,Chronic disease administration
44803476,Research administration
44803477,Clinical trial administration
44803478,Drug trial administration
44803479,Bill/fee administration
44803480,Item of service administration
44803481,Paediatric surveillance administration
44803482,FP/RF new registration check administration
44803483,FP/CHS paediatric surveillance form administration
44803484,Prevention/screening administration
44803485,Child development check administration
44803486,Adult immunisation administration
44803487,Child immunisation administration
44803488,Rubella antibody screening administration
44803489,Influenza vaccination administration
44803490,Pneumococcal vaccination administration
44803491,Diaphragm check administration
44803492,Diaphragm check follow-up administration
44803493,Diaphragm follow-up administration
44803494,Oral contraceptive check administration
44803495,Child surveillance administration
44803496,GP/RF new patient check administration
44803543,Screening administration
44803544,Cervical smear screening administration
44803545,Adult health screening administration
44803546,Breast screening administration
44803547,New patient screening administration
44803548,Hypertension screening administration
44803549,Geriatric screening administration
44803550,Epilepsy screening administration
44803551,Bowel cancer screening programme administration
44803552,Diabetes screening administration
44803553,Community disease modifying antirheumatic drug monitoring administration
44803554,Falls risk assessment administration
44803555,Employment examination/report administration
44803556,Pre-employment examination/report administration
44803557,Free prescription administration
44803558,Medical examinations/reports administration
44803559,Special activities examination administration
44803560,Medical examinations administration
44803561,Forces recruitment medical administration
44803562,Examination administration
44803563,Life assurance examination administration
44803564,Mobility allowance examination administration
44803565,Emigration medical administration
44803566,Boarded out child examination administration
44803567,Racing driver medical administration
44803568,Attendance allowance examination administration
44803569,Public service vehicle driver administration
44803570,Taxi driver examination administration
44803571,Heavy goods vehicle driver administration
44803572,Food poisoning notification administration
44803573,Infectious disease notification administration
44803574,Drug addict notification administration
44803575,Payment administration
44803576,British United Provident Association claim administration
44803577,Leave payment administration
44803578,Minor surgery claim administration
44803579,Disability living allowance representative claim administration
44803580,Record transfer administration
44803581,General practitioner out of hours service administration
44803625,Hospital Discharge Notification to Social Care
44803626,Assessment Notification Under Section 2 of the Community Care (Delayed Discharges etc) Act 2003
44803627,Assessment Notification Accept Response Under Section 2 of the Community Care (Delayed Discharges etc) Act 2003
44803628,Assessment Notification Reject Response Under Section 2 of the Community Care (Delayed Discharges etc) Act 2003
44803629,Discharge Notification Under Section 5 of the Community Care (Delayed Discharges etc) Act 2003
44803630,Discharge Notification Agreement Under Section 5 of the Community Care (Delayed Discharges etc) Act 2003
44803631,Discharge Notification Disagreement Under Section 5 of the Community Care (Delayed Discharges etc) Act 2003
44803632,Cancellation Notification Under Section 3 of the Community Care (Delayed Discharges etc) Act 2003
44803633,Cancellation of Section 5 Notification Under Section 3 of the Community Care (Delayed Discharges etc) Act 2003
44803634,Assessment Notification Under Section 2 of the Community Care (Delayed Discharges etc) Act 2003 Document
44803635,Discharge Notification Under Section 5 of the Community Care (Delayed Discharges etc) Act 2003 Document
44803637,Entire record available to originator
44803645,Examination findings
44803646,Test result
44803649,Diagnostic imaging request summary
44803650,Abstract problem node
44803651,Incoming mail
44803690,Referral modes
44803691,Diagnostic imaging procedure report
44803692,Role views
44803693,Social circumstances
44803695,Reason for referral
44803699,Treatment
44803700,Diagnostic imaging request
44803701,Acute medication
44803707,Patient encounter administration data
44803710,Registered general practitioner practice code
44803718,Time modifiers
44803719,Diagnostic imaging summary report
44803720,Letter with patient
44803724,Telephone contact only
44803762,Amended pathology report
44803763,Read code administration
44803767,Reason for repeat laboratory test
44803768,Patient registration data
44803769,Participation
44803771,Past health characteristics
44803772,Referred encounter
44803774,Request types
44803775,Relevant supporting information for diagnostic imaging request
44803776,Clinical administration
44803778,Entries to the record made between specified dates
44803780,Risk to patient
44803785,Patient miscellaneous administration data
44803790,Anonymised copy of record
44803799,Past
44803837,Fulfiller request
44803838,Record headings
44803839,Repeat medication
44803844,Caution - same name - check patient
44803847,Community disease modifying antirheumatic drug monitoring appointment
44803850,Address instruction
44803855,History
44803856,Health characteristics
44803857,Future
44803858,Outlook
44803865,Read code Scottish administration chapter
44803869,EHR content specifications
44803871,Diagnostic imaging report
44803872,Alerts
44803873,Present - time
44803875,Plan
44803910,Confidential patient data
44803912,Fulfiller request details
44803913,Diagnosis
44803924,New appointment
44803928,Reason for encounter
44803929,At risk of
44803930,Registration information
44803931,Outcome
44803934,Relevant clinical information for diagnostic imaging request
44803935,Problems
44803936,Aim/goal
44803981,Staff reimbursement administration
44803982,Intrauterine contraceptive device follow-up administration
44804346,Administration section
44804353,Discontinued repeat medication
44804420,GP/PS3 form - notification of change of post holder
44804424,GP/RF registration claim form
44804426,GP/CHS paediatric surveillance form administration
44804470,GP/CHS form - paediatric surveillance
44804471,GP13 ex Her Majesty's forces registration form
44804543,Mental Health Act 1983 (England and Wales) form 5 section 4 nearest relative recommendation form
44804559,NHS Continuing Healthcare
44804560,NHS Continuing Healthcare Fast Track Pathway Tool Acceptance
44804561,NHS Continuing Healthcare Checklist Assessment
44804562,NHS Continuing Healthcare Request for Assessment
44804563,NHS Continuing Healthcare Request for Assessment Acceptance
44804564,NHS Continuing Healthcare Decision Support Tool
44804565,NHS Continuing Healthcare Cancellation Notification
44804566,Consultation with patient
44804567,Consultation with representative of patient
44804568,Patient not present
44804583,Walk in centre administration
44804633,NHS Continuing Healthcare Fast Track Pathway Tool Rejection
44804634,NHS Continuing Healthcare Checklist Assessment Rejection
44804635,NHS Continuing Healthcare Request for Assessment Rejection
44804650,End of life advance care plan
44804671,Multiple sclerosis monitoring administration
44804838,Medical follow-up
44804839,Staff employment contract
44804842,Emergency appointment
44804843,Appointment
44804844,Allowance
44804925,Training grant
44804926,Review appointment
44804927,Postgraduate training allowance
44804928,Grants
44804930,Procedure codes (community)
44804931,Coding schema
44804932,Administrative information
44804933,Grant
44804938,Mental health therapy follow-up
44805027,Integrated Care and Support Plan - Continuing Health Care Funded
44805028,Integrated Care and Support Plan - Funded Nursing Care
44805029,Integrated Care and Support Plan - Local Authority Joint Funded
44805030,Integrated Care and Support Plan - Local Authority Only Funded
44805094,NHS continuing healthcare process encounter type
44805278,Cancer multidisciplinary team report
44805395,Gynaecology inpatient care plan
44805397,Gynaecology major surgery inpatient care plan
44805399,Gynaecology minor surgery inpatient care plan
44805400,Gynaecology unplanned inpatient care plan
44805405,Inpatient care plan
44805406,Major surgery inpatient care plan
44805407,Minor surgery inpatient care plan
44805408,Unplanned inpatient care plan
44805409,Consultation where patient chose not to be involved encounter type
44805454,Included in Summary Care Record
44805814,LOC4/5 general practitioner confinement claim form
44805906,NHS 111 Event
44805956,LOC4 application for additional payments during confinement form
44805960,Critical care medicine care plan
44805961,Critical care medicine major surgery care plan
44805963,Critical care medicine surgery care plan
44805989,Clinical document descriptor
44806025,Nursing assessment record
44806027,SSA - single shared assessment record
44806028,CPA (care programme approach) assessment record
44806133,Pre-admission assessment record
44806134,Self assessment record
44806135,Medical assessment record
44806137,Social services assessment record
44806139,Discharge care plan
44806141,Record of fundal height measurement
44806143,Growth chart
44806146,Partogram
44806148,Patient safety checklist
44806149,Inpatient medical note
44806150,Medical photograph
44806151,Interventional radiology record
44806152,Controlled drug dispensing record
44806153,Chemotherapy record
44806154,Infectious disease notification
44806155,Adoption report
44806163,Weight chart
44806164,Medical note
44806165,Nursing note
44806166,Outpatient nursing note
44806167,Nutritional record
44806207,LOC5 general practitioner confinement form
44806265,Endoscopy record
44806460,Outpatient Clinic Attendance - Consultant Referral Letter
44806461,Outpatient Clinic Attendance - GP Letter
44806462,Outpatient Clinic Attendance - Patient Letter
44806463,Outpatient Clinic Attendance - Maxillofacial and Tertiary Letter
44806464,Outpatient Clinic Attendance - Results Letter
44806465,Outpatient Clinic Attendance - No Patient Copy Letter
44806466,Outpatient Clinic Attendance - Safeguarded Letter
44806467,Outpatient Clinic Attendance - Administration Letter
44806468,Outpatient Clinic Attendance - Private Practice Letter
44806711,Inbound referral
44806713,Outbound referral
44806715,Children and young people acute deterioration management form
44806761,GP/UMS Undergraduate teach claim administration
44806806,Organ donor card
44806807,Patient preferences record
44806808,Pulmonary investigation record
44806809,Vascular investigation record
44806810,Cardiac investigation record
44806811,Gastroenterology investigation record
44806812,Neurological investigation record
44806813,Echography report
44806814,Audiology investigation record
44806843,Coronary heart disease care plan
44806920,Pre-operative assessment record
44806921,Scored assessment record
44806922,Multidisciplinary care plan
44806923,Critical care chart
44806924,Vital signs chart
44806925,Observation chart
44806926,OOH (out of hours) note
44806927,AHP (allied health professional) note
44806928,Clinical note
44806929,Operation note
44806930,Outpatient letter
44806931,Clinical letter
44806934,LOC1 application for additional payments during sickness form
44807015,Social Services letter
44807016,Transfer of care letter
44807017,Admission letter
44807018,Letter
44807019,Administrative letter
44807020,Unscheduled care letter
44807021,MDT (multidisciplinary team) letter
44807025,AHP (allied health professional) therapy record
44807026,Radiotherapy record
44807028,Forensic autopsy report
44807029,Do not attempt cardiopulmonary resuscitation order
44807030,Allied health professional investigation record
44807031,Non-statutory provider document
44807033,Private provider note
44807034,Third party document
44807035,Adult incapacity report
44807079,LOC2 sickness notification form
44807144,Temperature chart
44807152,Summary record
44807153,Inpatient final discharge letter
44807154,Immediate inpatient discharge letter
44807341,LOC3 sickness payment record
44807387,Relevant medical information
44807388,Hobbies and interests
44807389,Workplace ergonomics
44807483,Gynaecology bladder training inpatient care plan
44807484,Ovarian hyperstimulation syndrome inpatient care plan
44807485,Hyperemesis in pregnancy inpatient care plan
44807492,Termination of pregnancy inpatient care plan
44807496,Miscarriage care plan
44807862,Major vascular surgery inpatient care plan
44807863,Urological surgery inpatient care plan
44807865,Minor urological surgery inpatient care plan
44807866,Major urological surgery inpatient care plan
44807879,Current palliative oncology treatment
44807884,GP Referral
44807885,GP Referral Document
44807886,GP Referral Accept Response
44807887,GP Referral Reject Response
44807904,General document section types
44807905,Consent section
44807908,Telehealth encounter
44807950,Living will and advance directive record
44807951,Electrocardiograph
44807952,Urodynamics record
44808174,NHS 111 Final Ambulance Request
44808274,Community care plan
44808262,School visit note
44808298,Inpatient nursing note
44808303,Patient narrative
44808304,Professional narrative
44808320,Planned treatment
44808321,Planned palliative oncology treatment
44808322,Intervention
44808323,Intervention on development of symptoms
44808324,Acute secondary care intervention on development of symptoms
44808325,Acute medical intervention on development of symptoms
44808326,Acute surgical intervention on development of symptoms
44808327,Oncology intervention on development of symptoms
44808328,Acute intervention on development of symptoms
44808336,Planned supportive care for terminal illness
44808337,Current supportive care for terminal illness
44808408,Life insurance report
44808512,Upper gastrointestinal surgery inpatient care plan
44808531,Mental health care plan
44808554,Complex community care plan
44808683,Telehealth Clinician Response
44808769,Bronchoscopy care plan
44808770,Thoracic surgery inpatient care plan
44808772,Cardiac surgery inpatient care plan
44808896,Pressure ulcer care plan
44808942,Stroke care plan
44808943,Respite care plan
44808944,Acute exacerbation of chronic obstructive pulmonary disease care plan
44808945,Burn inpatient care plan
44808946,Cardiology inpatient care plan
44808947,Chemotherapy care plan
44808948,Colorectal surgery inpatient care plan
44808950,Minor thoracic surgery inpatient care plan
44808951,Respiratory disorder inpatient care plan
44808952,Rehabilitation care plan
44808953,Radiotherapy care plan
44808961,Colposcopy care plan
44808962,Cystoscopy care plan
44808963,Haemodialysis care plan
44808964,Major head and neck surgery inpatient care plan
44808965,Hip fracture inpatient care plan
44808966,Hysteroscopy care plan
44808967,Plastic surgery inpatient care plan
44808968,Paediatric surgery inpatient care plan
44808969,Day case care plan
44808987,End of Life Care Document
44808988,End of Life Care Coordination Summary
44809043,Orthopaedic surgery inpatient care plan
44809044,Minor orthopaedic surgery inpatient care plan
44809045,Major orthopaedic surgery inpatient care plan
44809046,Ophthalmic surgery inpatient care plan
44809047,Minor ophthalmic surgery inpatient care plan
44809048,Neurosurgery inpatient care plan
44809049,Major neurosurgery inpatient care plan
44809050,Interventional cardiology inpatient care plan
44809051,Miscarriage inpatient care plan
44809053,Minor plastic surgery inpatient care plan
44809056,Infectious disease care plan
44809057,Percutaneous endoscopic gastrostomy insertion care plan
44809071,Hepatobiliary and pancreatic surgery inpatient care plan
44809111,Surgery inpatient care plan
44809159,Cancer survivorship care plan
44809175,Major plastic surgery inpatient care plan
44809179,Laryngectomy surgery inpatient care plan
44809227,Drug administration chart
44809228,Prescription and administration record
44809229,Patient master index sheet
44809232,Consent form
44809235,Ambulance service patient report form
44809285,Supportive care on development of symptoms
44809300,Patient held palliative care record
44809323,Lower gastrointestinal tract endoscopy care plan
44809324,Major burn inpatient care plan
44809553,Breast surgery inpatient care plan
44809620,Risk information
44809623,Intervention record
44809624,Miscellaneous record
44809625,Exemption form
44809626,Refusal form
44809628,Power of attorney and legal guardianship record
44809633,Legal notice
44809634,Mental Health Act notice
44809636,Notification and legal document
44809726,Pain control care plan
44809769,Patient perception of problem
44809772,Diagnostic history
44809773,Diagnostic history - oncology
44809774,Oncology treatment
44809902,Miscarriage surgical management care plan
44809973,Discharge notification
44809974,Admission notification
44809990,Unscheduled care report
44810001,Child Screening Report
44810049,Paediatric outpatient care plan
44810051,Paediatric community care plan
44810052,Neonatal critical care plan
44810054,Paediatric orthopaedic surgery inpatient care plan
44810141,Paediatric intensive care plan
44810202,Risk mitigation
44810178,Vitamin D deficiency monitoring administration
44810192,GP practice details
44810193,Referral details
44810194,Patient demographics
44810195,Special requirements
44810196,Participation in research
44810197,Expectation of referral
44810198,Patient's expectation of referral
44810199,Admission details
44810200,Outpatient details
44810201,Relevant clinical risk factors
44810203,Reason for admission
44810204,Reason for handover
44810205,Patient's reason for referral
44810206,Presenting complaints or issues
44810207,Medications and devices
44810208,Medical devices
44810273,Contraceptive implant clinical management plan
44810275,Paediatric complex community care plan
44810297,Allergies and adverse reactions
44810298,Safety alerts
44810299,Risks to self
44810300,Risks to others
44810301,Legal information
44810302,Consent for treatment record
44810303,Mental capacity assessment
44810304,Advance decisions about treatment
44810305,Organ and tissue donation
44810306,Lasting or enduring power of attorney or similar
44810307,Consent relating to child
44810308,Consent for information sharing
44810309,Safeguarding issues
44810310,Social context
44810316,Family history
44810317,Review of systems
44810318,Patient and carer concerns
44810319,Assessment scales
44810320,Problems and issues
44810321,Diagnoses
44810322,Procedures
44810323,Clinical summary
44810324,Investigations and results
44810325,Plan and requested actions
44810326,Outstanding issues
44810327,Information given
44810328,Person completing record
44810329,Person handing over
44810330,Person receiving handover
44810331,Distribution list
44810332,Most senior healthcare professional present
44810346,Carer perception of problem
44810434,Emergency health care plan
44810639,Dementia care plan
44810647,Single Assessment Process care plan
44810743,Management plan for shared care
44810840,Maternity care plan
44810850,Upper gastrointestinal tract endoscopy care plan
44810994,Day case surgery care plan
44811276,Genogram
44811340,Mental Health Act 1983 (England and Wales) section 2 compulsory admission for assessment form
44811555,Incident details
44811556,Disposition details
44811557,Life extinct details
44811618,Form S2 - UK Border Agency
44811622,Admission avoidance care plan
44811651,HSA1 therapeutic abortion green form
44811667,Special patient note
44811764,Anticipatory care plan
44811765,Ambulatory ECG (electrocardiography) monitoring report
44811766,ETT (exercise tolerance test) report
44811931,End of life care report
44811962,Safeguarding report
44811963,Adult safeguarding report
44811964,Child safeguarding report
44812019,Histocompatibility and immunogenetics
44812034,Personal Independence Payment claim form
44812338,FP73 immunisation claim form
44812342,FP74 cervical cytology claim form
44812347,Out of hours non practice note
44812375,Comment note
44812388,IG1/2/3 improvement grant form
44812668,Other digital signal
44812815,GP79 - seniority pay claim
44812882,Form A passport application form
44813005,Request form or letter sent by mail/email
44813110,NHS Continuing Healthcare Fast Track Pathway Tool
44813111,NHS Continuing Healthcare Checklist Assessment Acceptance
44813112,Consultation with patient and representative
44813289,Medical follow-up - normal
44813290,Private account
44813291,Screening method
44813292,Solicitors court allowance
44813333,Major complex surgery inpatient care plan
44813340,Excluded from Summary Care Record
44813383,NHS 111 Report
44813387,Critical care medicine major complex surgery care plan
44813391,Allied health professional assessment record
44813392,CAF (common assessment framework) assessment record
44813393,Multidisciplinary assessment record
44813402,Multidisciplinary note
44813403,Outpatient medical note
44813533,HS22X form
44813594,FP1001 form
44813664,Mat B2 - certificate of confinement
44813667,Hormone replacement monitoring administration
44813668,Hypertension clinic administration
44813669,Diabetes clinic administration
44813670,Asthma clinic administration
44813673,Staff administration
44813674,Seniority payment administration
44813675,Training/seniority/leave administration
44813676,Training administration
44813677,Patient call administration
44813678,Patient recall administration
44813721,Seat belt exemption administration
44813722,Prevention administration
44813723,Immunisation administration
44813724,Contraception administration
44813725,Oral contraceptive administration
44813726,Notification administration
44813727,Factory inspection notification administration
44813729,Screening invite medium
44813730,Disabled driver certificate administration
44813731,Changes since last communication originator and recipient
44813767,Past actions
44813772,Actions
44813774,NHS 111 Interim Ambulance Request
44813818,Telehealth Referral
44813839,Major colorectal surgery inpatient care plan
44813841,Paediatric inpatient care plan
44813899,Vascular surgery inpatient care plan
44813936,Outpatient care plan
44813950,Handover details
44813951,Discharge details
44813952,Clinical risk assessment
44813953,Reason for contact
44814086,Operating theatre patient checklist
44814087,Discharge letter
44814169,Did not attend letter
44814637,Discharge summary
44814638,Admission note
44814639,Inpatient note
44814640,Outpatient note
44814641,Radiology report
44814642,Pathology report
44814643,Ancillary report
44814644,Nursing report
44814645,Note
44814646,Emergency department note
44814721,Patient reported
44814722,Period while enrolled in insurance
44814723,Period while enrolled in study
44814724,Period covering healthcare encounters
44814725,Period inferred by algorithm
44818516,"EHR discharge status ""Expired"""
44818517,Visit derived from encounter on claim
44818518,Visit derived from EHR record
44818519,Clinical Study visit
44818701,From physical examination
44818702,Lab result
44818703,Pathology finding
44818704,Patient reported value
44818705,Inferred from procedure claim
44818706,Patient reported device
44818707,EHR Detail
44818709,Inpatient detail - 16th position
44818710,Inpatient detail - 17th position
44818711,Inpatient detail - 18th position
44818712,Inpatient detail - 19th position
44818713,Inpatient detail - 20th position
45418605,Quarter 3 2011 AUSCULUM
45419679,Individualised educational programme
45419759,Computer record print
45419774,Jury exemption form
45419778,Employment report-no exam.
45419787,Form 5-nearest relative recom
45419797,Emergency appointment
45419839,Clinic C monitoring admin.NOS
45419844,Hypothyroidism monitoring administration
45419864,Night visit practice note
45419867,Other digital signal
45419874,Special patient note
45421848,Quarter 1 2007 BEREZINA
45422991,FP73 - immunisation claim
45422997,RPF7 - postal vote application
45423006,Solicitors report NOS
45423008,RM10-DHSS DMO report
45423009,Clinical report
45423010,Provider comment report
45423011,Summary clinical document
45423085,Clinical trial admin. NOS
45423094,Mail from patient
45423102,Transfer-degraded non-drug allergy
45423103,Clinical letter
45423104,Template entry
45425091,Quarter 1 2009 MANTINEA
45426209,FP19 - temporary res registrat
45426214,Patient held palliative care record
45426222,Police surgeon postmortem report
45426228,FP31 - general anaesth. 2nd GP
45426235,Reimbursement - staff
45426236,CE1B - employment contract
45426238,Leave administration
45426240,Reports - administration
45426245,Public serv vehic drive admin
45426247,Large goods vehic drive admin
45426248,Taxi driver exam admin
45426251,Written operative report
45426294,Call administration-general
45426297,Rubella A/B screen admin. NOS
45426299,Coil follow-up administration
45426308,Obesity monitoring admin.NOS
45426310,Geriatric monitor.admin.NOS
45426330,EHR composition types
45426331,Community nursing note
45426332,NHS Direct report
45426336,Changes since last communication originator & recipient
45426337,Entries to the record made between specified dates
45426342,Current palliative oncology treatment
45428428,Quarter 1 1999 FLUORIDE
45429563,Computer record of patient
45429572,FP45 - training grant
45429573,Training/seniority/leave NOS
45429575,SC2 - self-certificate administration
45429634,Well woman monitor.admin.NOS
45429635,"Clinic ""D"" monitoring admin."
45429651,Community nursing report
45429652,Out of hours non practice note
45429653,GP to GP generated transaction
45429658,Transfer-degraded plan
45429660,Planned treatment
45431698,Licence Serial No. !^!^!^!^
45431699,Quarter 2 1992 PATERNAL
45431700,Quarter 2 1998 SCHULMAN
45431701,Quarter 3 2008 INKERMAN
45432752,Care plan
45432754,Asthma clinical management plan
45432824,FP58 - newborn registration
45432829,Patient registration data
45432851,LOC5 - GP confinement claim
45432853,Prescription season ticket
45432855,Medical examinations - admin
45432858,Register disabled applic
45432866,Report from Health Visitor
45432869,DSS RMO RM2 report
45432870,Report to Drug Safety Research Unit
45432871,Clinical document
45432876,Factory insp notif admin
45432879,Section 2 form - compulsory admission for assessment
45432884,Practice supplies admin.
45432885,DS1500 form - attendance allowance claim
45432898,Incoming mail
45432932,Contraceptive administration
45432936,Diaphragm follow-up admin
45432942,Diabetes clinic administration
45432944,Well woman monitoring admin.
45432948,New patient screen admin. NOS
45432951,Epilepsy screen administration
45432964,Day case report
45432965,Hotel visit note
45432966,Other note
45432967,Repeat issue note
45432969,Topic (EHR)
45432975,Verified amendment to transfer degraded record
45436184,Prescription exempt form-preg
45436196,Community charge exempt.admin.
45436200,Disabled reg applic-min report
45436204,Clinical procedure report
45436205,Confirmatory consultation report
